market_price,grid_demand,temp,humidity,wind_speed,cloud_coverage,irradiance,direct_radiation,dni,energy_output,price_lag_1h,price_lag_2h,price_lag_3h,price_lag_24h,price_lag_168h,demand_lag_1h,demand_lag_24h,price_rolling_6h,price_rolling_24h,demand_rolling_6h,price_diff_1h,price_diff_24h,hour,day_of_week,is_weekend,is_peak_hour
14.51,44006.76,20.4,80,18.1,100,0.0,0.0,0.0,122.84,15.45,16.23,18.93,21.32,20.97,45181.48,42948.7,17.846666666666668,18.368333333333336,48460.05833333333,-0.9399999999999995,-6.8100000000000005,1,3,0,0
14.14,43451.39,19.9,85,17.8,100,0.0,0.0,0.0,124.08,14.51,15.45,16.23,20.12,21.23,44006.76,42538.36,16.544999999999998,18.11916666666667,46861.131666666675,-0.3699999999999992,-5.98,2,3,0,0
14.82,43005.67,19.8,87,19.3,100,0.0,0.0,0.0,123.23,14.14,14.51,15.45,19.22,21.96,43451.39,42426.59,15.68,17.93583333333333,45395.185,0.6799999999999997,-4.399999999999999,3,3,0,0
15.0,43403.76,19.7,86,18.2,100,0.0,0.0,0.0,122.94,14.82,14.14,14.51,19.32,23.91,43005.67,43181.9,15.025,17.75583333333333,44368.59166666667,0.17999999999999972,-4.32,4,3,0,0
16.76,44922.45,19.8,86,18.9,100,0.0,0.0,0.0,127.26,15.0,14.82,14.14,20.74,28.87,43403.76,45233.83,15.113333333333335,17.59,43995.25166666667,1.7600000000000016,-3.979999999999997,5,3,0,0
18.65,47637.03,20.6,79,24.9,100,0.0,0.0,0.0,125.78,16.76,15.0,14.82,25.0,32.83,44922.45,48369.82,15.646666666666668,17.325416666666666,44404.51,1.889999999999997,-6.350000000000001,6,3,0,0
19.01,49376.35,20.9,78,25.6,93,0.0,0.0,0.0,122.63,18.65,16.76,15.0,26.28,32.65,47637.03,50019.66,16.39666666666667,17.0225,45299.44166666666,0.360000000000003,-7.27,7,3,0,0
19.1,49889.63,21.1,78,25.1,100,4.0,0.0,0.0,127.61,19.01,18.65,16.76,16.64,22.46,49376.35,49924.81,17.223333333333333,17.125,46372.48166666667,0.08999999999999986,2.460000000000001,8,3,0,0
16.71,50743.29,21.6,76,24.5,100,46.0,7.0,40.7,127.93,19.1,19.01,18.65,15.43,17.94,49889.63,49616.73,17.538333333333334,17.178333333333335,47662.085,-2.3900000000000006,1.2800000000000011,9,3,0,0
12.57,51397.45,21.9,73,20.8,100,110.0,0.0,0.0,132.65,16.71,19.1,19.01,13.81,18.77,50743.29,49565.1,17.133333333333333,17.12666666666667,48994.36666666667,-4.140000000000001,-1.2400000000000002,10,3,0,0
10.97,52159.12,22.7,68,25.0,49,245.0,77.0,167.0,138.85,12.57,16.71,19.1,12.92,16.66,51397.45,49915.35,16.168333333333333,17.045416666666668,50200.47833333333,-1.5999999999999996,-1.9499999999999993,11,3,0,0
10.48,52623.07,24.4,54,23.4,5,388.0,256.0,472.4,141.62,10.97,12.57,16.71,11.71,16.39,52159.12,50908.85,14.806666666666667,16.994166666666665,51031.48499999999,-0.4900000000000002,-1.2300000000000004,12,3,0,0
12.14,53274.79,26.0,42,23.9,98,546.0,448.0,783.3,150.33,10.48,10.97,12.57,9.35,14.22,52623.07,51911.14,13.661666666666667,17.11041666666667,51681.225000000006,1.6600000000000001,2.790000000000001,13,3,0,0
13.93,53564.02,26.7,26,23.0,100,524.0,396.0,721.2,153.15,12.14,10.48,10.97,9.31,10.35,53274.79,52471.52,12.800000000000002,17.30291666666667,52293.62333333333,1.7899999999999991,4.619999999999999,14,3,0,1
14.05,53677.04,25.7,27,21.7,100,423.0,278.0,585.3,147.69,13.93,12.14,10.48,11.47,13.59,53564.02,52729.71,12.356666666666667,17.410416666666666,52782.581666666665,0.120000000000001,2.58,15,3,0,1
19.91,53646.53,25.0,28,18.4,100,261.0,115.0,324.3,137.69,14.05,13.93,12.14,19.82,20.99,53677.04,52827.95,13.58,17.414166666666667,53157.42833333334,5.859999999999999,0.08999999999999986,16,3,0,1
35.0,53828.74,24.1,29,15.0,100,113.0,23.0,117.3,130.71,19.91,14.05,13.93,31.79,25.7,53646.53,53365.38,17.585,17.54791666666667,53435.698333333334,15.09,3.210000000000001,17,3,0,1
30.66,54585.0,22.9,31,14.8,100,14.0,1.0,11.1,129.24,35.0,19.91,14.05,27.25,25.3,53828.74,54503.37,20.948333333333334,17.69,53762.68666666667,-4.34,3.41,18,3,0,1
28.55,53660.2,22.0,32,13.2,100,0.0,0.0,0.0,122.93,30.66,35.0,19.91,23.58,21.02,54585.0,53811.81,23.683333333333334,17.89708333333333,53826.92166666666,-2.1099999999999994,4.970000000000002,19,3,0,1
26.14,52548.78,21.1,33,12.5,97,0.0,0.0,0.0,126.35,28.55,30.66,35.0,21.95,17.73,53660.2,53044.95,25.718333333333334,18.07166666666667,53657.715000000004,-2.41,4.190000000000001,20,3,0,1
24.0,51114.57,20.3,35,12.4,20,0.0,0.0,0.0,124.1,26.14,28.55,30.66,20.01,15.89,52548.78,51801.35,27.37666666666667,18.237916666666667,53230.63666666666,-2.1400000000000006,3.9899999999999984,21,3,0,0
25.23,48742.28,19.3,37,11.1,8,0.0,0.0,0.0,110.29,24.0,26.14,28.55,18.93,18.33,51114.57,49563.32,28.263333333333335,18.500416666666666,52413.261666666665,1.2300000000000004,6.300000000000001,22,3,0,0
22.24,46142.72,18.6,39,11.2,45,0.0,0.0,0.0,115.74,25.23,24.0,26.14,16.23,16.53,48742.28,47162.49,26.136666666666667,18.750833333333333,51132.25833333333,-2.990000000000002,6.009999999999998,23,3,0,0
25.13,43795.77,17.6,42,9.2,99,0.0,0.0,0.0,86.19,22.24,25.23,24.0,15.45,18.39,46142.72,45181.48,25.215,19.154166666666665,49334.05333333334,2.8900000000000006,9.68,0,4,0,0
26.94,42609.07,16.9,44,9.4,90,0.0,0.0,0.0,88.9,25.13,22.24,25.23,14.51,15.06,43795.77,44006.76,24.94666666666667,19.672083333333333,47492.198333333334,1.8100000000000023,12.430000000000001,1,4,0,0
28.7,42089.99,15.8,46,9.0,2,0.0,0.0,0.0,84.92,26.94,25.13,22.24,14.14,12.56,42609.07,43451.39,25.373333333333335,20.27875,45749.06666666667,1.759999999999998,14.559999999999999,2,4,0,0
28.41,41928.61,14.5,51,6.5,91,0.0,0.0,0.0,49.78,28.7,26.94,25.13,14.82,13.37,42089.99,43005.67,26.108333333333334,20.845000000000002,44218.073333333334,-0.28999999999999915,13.59,3,4,0,0
29.12,42389.65,13.4,56,5.7,40,0.0,0.0,0.0,42.87,28.41,28.7,26.94,15.0,16.01,41928.61,43403.76,26.756666666666664,21.433333333333334,43159.301666666666,0.7100000000000009,14.120000000000001,4,4,0,0
33.64,44097.66,12.4,61,6.6,93,0.0,0.0,0.0,49.94,29.12,28.41,28.7,16.76,19.22,42389.65,44922.45,28.656666666666666,22.136666666666667,42818.458333333336,4.52,16.88,5,4,0,0
35.63,47265.41,10.9,70,8.8,100,0.0,0.0,0.0,79.29,33.64,29.12,28.41,18.65,21.49,44097.66,47637.03,30.40666666666667,22.84416666666667,43396.73166666667,1.990000000000002,16.980000000000004,6,4,0,0
39.22,49116.63,10.2,72,7.1,100,0.0,0.0,0.0,56.37,35.63,33.64,29.12,19.01,22.0,47265.41,49376.35,32.45333333333333,23.686249999999998,44481.325000000004,3.5899999999999963,20.209999999999997,7,4,0,0
30.9,49367.06,10.2,71,5.5,99,6.0,0.0,0.0,39.29,39.22,35.63,33.64,19.1,16.99,49116.63,49889.63,32.82,24.177916666666665,45694.170000000006,-8.32,11.799999999999997,8,4,0,0
23.51,50516.5,11.1,67,3.5,100,85.0,10.0,58.0,25.68,30.9,39.22,35.63,16.71,4.81,49367.06,50743.29,32.00333333333334,24.461250000000003,47125.48500000001,-7.389999999999997,6.800000000000001,9,4,0,0
20.27,50914.91,12.9,58,3.0,100,225.0,71.0,211.5,24.38,23.51,30.9,39.22,12.57,4.82,50516.5,51397.45,30.528333333333336,24.782083333333333,48546.361666666664,-3.240000000000002,7.699999999999999,10,4,0,0
17.15,51196.71,15.4,50,4.5,100,376.0,192.0,415.3,53.71,20.27,23.51,30.9,10.97,5.12,50914.91,52159.12,27.78,25.039583333333336,49729.53666666666,-3.120000000000001,6.179999999999998,11,4,0,0
16.9,51598.22,17.2,46,6.5,99,467.0,255.0,469.1,70.05,17.15,20.27,23.51,10.48,5.97,51196.71,52623.07,24.65833333333333,25.307083333333335,50451.67166666666,-0.25,6.419999999999998,12,4,0,0
18.18,52090.13,19.5,40,3.8,95,559.0,415.0,723.0,46.53,16.9,17.15,20.27,12.14,10.03,51598.22,53274.79,21.151666666666667,25.558750000000003,50947.255,1.2800000000000011,6.039999999999999,13,4,0,0
17.98,52300.8,20.4,37,0.4,100,437.0,237.0,429.7,26.08,18.18,16.9,17.15,13.93,10.19,52090.13,53564.02,18.99833333333333,25.727499999999996,51436.21166666667,-0.1999999999999993,4.050000000000001,14,4,0,1
19.89,52360.43,20.4,37,2.3,100,237.0,67.0,140.3,24.69,17.98,18.18,16.9,14.05,9.03,52300.8,53677.04,18.395,25.970833333333335,51743.53333333333,1.9100000000000001,5.84,15,4,0,1
24.57,52186.44,19.7,40,4.9,100,100.0,0.0,0.0,39.41,19.89,17.98,18.18,19.91,20.0,52360.43,53646.53,19.111666666666668,26.165000000000003,51955.45500000001,4.68,4.66,16,4,0,1
34.55,52269.78,18.8,46,4.2,100,53.0,0.0,0.0,30.36,24.57,19.89,17.98,35.0,41.79,52186.44,53828.74,22.011666666666667,26.14625,52134.299999999996,9.979999999999997,-0.45000000000000284,17,4,0,1
31.45,52922.52,16.8,64,2.1,100,12.0,1.0,11.0,9.69,34.55,24.57,19.89,30.66,31.16,52269.78,54585.0,24.436666666666667,26.179166666666664,52355.01666666666,-3.099999999999998,0.7899999999999991,18,4,0,1
26.59,52190.46,16.9,63,2.0,98,0.0,0.0,0.0,5.79,31.45,34.55,24.57,28.55,24.05,52922.52,53660.2,25.838333333333335,26.0975,52371.738333333335,-4.859999999999999,-1.9600000000000009,19,4,0,1
24.35,51690.78,17.0,63,3.4,99,0.0,0.0,0.0,19.04,26.59,31.45,34.55,26.14,22.06,52190.46,52548.78,26.900000000000002,26.02291666666667,52270.06833333333,-2.2399999999999984,-1.7899999999999991,20,4,0,1
23.01,51017.76,16.6,64,2.9,39,0.0,0.0,0.0,12.78,24.35,26.59,31.45,24.0,20.08,51690.78,51114.57,27.419999999999998,25.98166666666667,52046.29,-1.3399999999999999,-0.9899999999999984,21,4,0,0
21.43,49615.6,15.5,68,3.2,0,0.0,0.0,0.0,20.1,23.01,24.35,26.59,25.23,20.66,51017.76,48742.28,26.896666666666665,25.823333333333334,51617.81666666667,-1.5800000000000018,-3.8000000000000007,22,4,0,0
20.88,47731.24,15.0,68,12.5,0,0.0,0.0,0.0,124.27,21.43,23.01,24.35,22.24,19.32,49615.6,46142.72,24.618333333333336,25.766666666666666,50861.39333333333,-0.5500000000000007,-1.3599999999999994,23,4,0,0
19.13,46083.72,12.9,72,18.9,6,0.0,0.0,0.0,122.23,20.88,21.43,23.01,25.13,15.77,47731.24,43795.77,22.564999999999998,25.516666666666666,49721.59333333333,-1.75,-6.0,0,5,1,0
17.62,44978.15,11.6,70,19.1,0,0.0,0.0,0.0,123.74,19.13,20.88,21.43,26.94,15.85,46083.72,42609.07,21.069999999999997,25.12833333333333,48519.541666666664,-1.509999999999998,-9.32,1,5,1,0
16.61,44192.07,10.1,71,21.2,0,0.0,0.0,0.0,125.95,17.62,19.13,20.88,28.7,16.18,44978.15,42089.99,19.78,24.624583333333334,47269.75666666666,-1.0100000000000016,-12.09,2,5,1,0
14.5,44064.94,8.6,66,22.3,0,0.0,0.0,0.0,123.02,16.61,17.62,19.13,28.41,17.58,44192.07,41928.61,18.361666666666665,24.045,46110.95333333333,-2.1099999999999994,-13.91,3,5,1,0
13.7,44469.75,6.8,69,21.5,18,0.0,0.0,0.0,122.24,14.5,16.61,17.62,29.12,16.65,44064.94,42389.65,17.073333333333334,23.402500000000003,45253.31166666667,-0.8000000000000007,-15.420000000000002,4,5,1,0
15.21,45426.41,5.9,71,20.2,16,0.0,0.0,0.0,125.44,13.7,14.5,16.61,33.64,20.25,44469.75,44097.66,16.128333333333334,22.634583333333328,44869.17333333334,1.5100000000000016,-18.43,5,5,1,0
17.52,47005.41,5.3,73,20.5,98,0.0,0.0,0.0,125.44,15.21,13.7,14.5,35.63,22.87,45426.41,47265.41,15.86,21.88,45022.78833333333,2.3099999999999987,-18.110000000000003,6,5,1,0
20.06,48885.59,5.1,71,20.9,57,0.0,0.0,0.0,123.19,17.52,15.21,13.7,39.22,25.12,47005.41,49116.63,16.266666666666666,21.081666666666667,45674.02833333333,2.539999999999999,-19.16,7,5,1,0
19.41,50562.28,5.0,70,19.8,94,8.0,2.0,25.9,123.69,20.06,17.52,15.21,30.9,18.46,48885.59,49367.06,16.733333333333334,20.60291666666667,46735.73,-0.6499999999999986,-11.489999999999998,8,5,1,0
10.52,51686.79,5.7,64,22.7,34,128.0,75.0,433.8,131.8,19.41,20.06,17.52,23.51,15.0,50562.28,50516.5,16.07,20.061666666666667,48006.03833333333,-8.89,-12.990000000000002,9,5,1,0
8.62,51699.89,6.8,55,25.5,35,285.0,189.0,561.6,134.61,10.52,19.41,20.06,20.27,15.34,51686.79,50914.91,15.223333333333334,19.57625,49211.06166666667,-1.9000000000000004,-11.65,10,5,1,0
6.18,50945.22,7.8,51,21.0,0,419.0,281.0,606.2,141.44,8.62,10.52,19.41,17.15,15.65,51699.89,51196.71,13.718333333333332,19.11916666666667,50130.863333333335,-2.4399999999999995,-10.969999999999999,11,5,1,0
5.92,50266.29,9.2,45,20.4,0,566.0,477.0,874.8,150.85,6.18,8.62,10.52,16.9,15.82,50945.22,51598.22,11.784999999999998,18.661666666666665,50674.34333333333,-0.2599999999999998,-10.979999999999999,12,5,1,0
5.0,49502.46,10.7,40,19.9,0,606.0,516.0,895.6,154.37,5.92,6.18,8.62,18.18,16.54,50266.29,52090.13,9.274999999999999,18.1125,50777.155,-0.9199999999999999,-13.18,13,5,1,0
4.75,48668.19,11.6,33,19.8,0,579.0,492.0,888.1,154.59,5.0,5.92,6.18,17.98,15.66,49502.46,52300.8,6.831666666666666,17.561249999999998,50461.47333333333,-0.25,-13.23,14,5,1,1
5.75,48376.91,11.8,29,19.6,0,492.0,412.0,857.7,153.73,4.75,5.0,5.92,19.89,14.65,48668.19,52360.43,6.036666666666666,16.972083333333334,49909.82666666667,1.0,-14.14,15,5,1,1
16.92,48974.55,11.6,26,18.5,0,350.0,280.0,777.1,144.78,5.75,4.75,5.0,24.57,24.44,48376.91,52186.44,7.420000000000001,16.653333333333332,49455.60333333333,11.170000000000002,-7.649999999999999,16,5,1,1
30.04,50909.29,10.9,21,18.1,0,171.0,122.0,604.0,132.78,16.92,5.75,4.75,34.55,49.88,48974.55,52269.78,11.396666666666667,16.465416666666666,49449.615,13.119999999999997,-4.509999999999998,17,5,1,1
40.0,53096.75,10.1,23,13.8,0,21.0,11.0,118.6,125.7,30.04,16.92,5.75,31.45,44.76,50909.29,52922.52,17.076666666666668,16.82166666666667,49921.35833333334,9.96,8.55,18,5,1,1
45.5,53182.98,9.4,22,12.9,2,0.0,0.0,0.0,121.7,40.0,30.04,16.92,26.59,40.2,53096.75,52190.46,23.826666666666668,17.609583333333333,50534.77833333333,5.5,18.91,19,5,1,1
48.76,53363.49,8.8,22,10.5,0,0.0,0.0,0.0,102.02,45.5,40.0,30.04,24.35,32.94,53182.98,51690.78,31.161666666666665,18.62666666666667,51317.32833333333,3.259999999999998,24.409999999999997,20,5,1,1
50.0,53502.76,8.1,25,8.9,0,0.0,0.0,0.0,78.79,48.76,45.5,40.0,23.01,27.86,53363.49,51017.76,38.53666666666667,19.751250000000002,52171.636666666665,1.240000000000002,26.99,21,5,1,0
48.85,52890.5,7.4,27,8.4,21,0.0,0.0,0.0,74.0,50.0,48.76,45.5,21.43,26.45,53502.76,49615.6,43.85833333333334,20.89375,52824.295000000006,-1.1499999999999986,27.42,22,5,1,0
44.82,51899.63,7.1,29,9.1,5,0.0,0.0,0.0,79.87,48.85,50.0,48.76,20.88,25.51,52890.5,47731.24,46.321666666666665,21.89125,52989.35166666666,-4.030000000000001,23.94,23,5,1,0
29.54,50813.46,5.2,35,10.2,42,0.0,0.0,0.0,99.29,44.82,48.85,50.0,19.13,22.23,51899.63,46083.72,44.578333333333326,22.325000000000003,52608.80333333332,-15.280000000000001,10.41,0,6,1,0
25.58,50166.1,4.6,36,11.4,16,0.0,0.0,0.0,120.07,29.54,44.82,48.85,17.62,21.18,50813.46,44978.15,41.25833333333333,22.656666666666666,52105.99,-3.960000000000001,7.959999999999997,1,6,1,0
23.3,49777.87,4.3,36,11.4,29,0.0,0.0,0.0,115.15,25.58,29.54,44.82,16.61,19.99,50166.1,44192.07,37.015,22.93541666666667,51508.386666666665,-2.2799999999999976,6.690000000000001,2,6,1,0
22.47,49724.65,4.2,38,12.0,27,0.0,0.0,0.0,125.91,23.3,25.58,29.54,14.5,20.81,49777.87,44064.94,32.42666666666667,23.2675,50878.70166666666,-0.8300000000000018,7.969999999999999,3,6,1,0
22.55,50242.27,4.2,39,11.8,23,0.0,0.0,0.0,123.67,22.47,23.3,25.58,13.7,20.68,49724.65,44469.75,28.043333333333333,23.63625,50437.329999999994,0.08000000000000185,8.850000000000001,4,6,1,0
21.12,51111.03,4.1,39,11.2,100,0.0,0.0,0.0,111.24,22.55,22.47,23.3,15.21,21.12,50242.27,45426.41,24.093333333333334,23.882500000000004,50305.89666666667,-1.4299999999999997,5.91,5,6,1,0
21.83,52688.41,3.4,42,11.0,75,0.0,0.0,0.0,110.12,21.12,22.55,22.47,17.52,19.77,51111.03,47005.41,22.808333333333334,24.062083333333334,50618.388333333336,0.7099999999999973,4.309999999999999,6,6,1,0
26.42,54179.95,3.4,42,10.9,28,0.0,0.0,0.0,108.0,21.83,21.12,22.55,20.06,19.85,52688.41,48885.59,22.948333333333334,24.327083333333334,51287.363333333335,4.590000000000003,6.360000000000003,7,6,1,0
19.77,55164.7,4.0,44,11.6,16,10.0,4.0,51.8,119.32,26.42,21.83,21.12,19.41,16.07,54179.95,50562.28,22.36,24.342083333333335,52185.168333333335,-6.650000000000002,0.35999999999999943,8,6,1,0
15.76,54525.98,5.8,42,11.3,8,137.0,94.0,541.8,118.49,19.77,26.42,21.83,10.52,7.54,55164.7,51686.79,21.241666666666667,24.56041666666667,52985.38999999999,-4.01,5.24,9,6,1,0
14.98,52868.01,7.3,38,13.4,0,316.0,249.0,737.7,140.58,15.76,19.77,26.42,8.62,7.44,54525.98,51699.89,19.98,24.82541666666667,53423.013333333336,-0.7799999999999994,6.360000000000001,10,6,1,0
14.49,51117.61,9.1,35,12.8,0,466.0,387.0,832.3,149.5,14.98,15.76,19.77,6.18,3.39,52868.01,50945.22,18.875,25.171666666666667,53424.10999999999,-0.4900000000000002,8.31,11,6,1,0
13.76,49661.83,12.3,30,9.6,11,565.0,480.0,877.3,121.84,14.49,14.98,15.76,5.92,1.86,51117.61,50266.29,17.529999999999998,25.498333333333335,52919.68,-0.7300000000000004,7.84,12,6,1,0
12.92,48642.51,14.2,28,8.3,28,604.0,516.0,892.2,104.81,13.76,14.49,14.98,5.0,1.15,49661.83,49502.46,15.28,25.828333333333333,51996.77333333334,-0.8399999999999999,7.92,13,6,1,0
11.01,48012.36,15.3,26,7.8,24,576.0,490.0,880.4,100.61,12.92,13.76,14.49,4.75,1.0,48642.51,48668.19,13.82,26.089166666666667,50804.716666666674,-1.9100000000000001,6.26,14,6,1,1
13.97,48033.77,15.7,25,7.4,13,486.0,405.0,838.2,82.39,11.01,12.92,13.76,5.75,0.44,48012.36,48376.91,13.521666666666667,26.43166666666667,49722.68166666667,2.960000000000001,8.22,15,6,1,1
20.43,48570.77,15.3,26,7.9,2,343.0,273.0,751.5,86.38,13.97,11.01,12.92,16.92,10.16,48033.77,48974.55,14.430000000000001,26.577916666666663,49006.475,6.459999999999999,3.509999999999998,16,6,1,1
41.83,50132.49,14.4,29,7.0,15,167.0,118.0,575.6,64.46,20.43,13.97,11.01,30.04,22.98,48570.77,50909.29,18.986666666666665,27.069166666666664,48842.28833333333,21.4,11.79,17,6,1,1
46.17,52161.57,13.2,31,5.5,11,21.0,11.0,116.7,46.32,41.83,20.43,13.97,40.0,23.29,50132.49,53096.75,24.388333333333335,27.326249999999998,49258.91166666666,4.340000000000003,6.170000000000002,18,6,1,1
46.47,52762.18,12.5,33,6.5,88,0.0,0.0,0.0,47.29,46.17,41.83,20.43,45.5,21.51,52161.57,53182.98,29.98,27.366666666666664,49945.52333333332,0.29999999999999716,0.9699999999999989,19,6,1,1
43.39,52805.52,11.6,35,7.3,100,0.0,0.0,0.0,56.65,46.47,46.17,41.83,48.76,19.61,52762.18,53363.49,35.376666666666665,27.142916666666665,50744.38333333333,-3.0799999999999983,-5.369999999999997,20,6,1,1
39.87,52080.36,10.9,37,7.3,100,0.0,0.0,0.0,57.37,43.39,46.47,46.17,50.0,17.96,52805.52,53502.76,39.693333333333335,26.72083333333333,51418.815,-3.520000000000003,-10.130000000000003,21,6,1,0
35.77,50490.42,10.1,39,6.4,100,0.0,0.0,0.0,42.2,39.87,43.39,46.47,48.85,19.39,52080.36,52890.5,42.25,26.175833333333333,51738.75666666666,-4.099999999999994,-13.079999999999998,22,6,1,0
31.02,48787.13,9.3,43,4.3,98,0.0,0.0,0.0,25.17,35.77,39.87,43.39,44.82,17.55,50490.42,51899.63,40.44833333333333,25.600833333333338,51514.53,-4.7500000000000036,-13.8,23,6,1,0
30.05,47820.2,7.6,48,5.3,79,0.0,0.0,0.0,34.33,31.02,35.77,39.87,29.54,13.28,48787.13,50813.46,37.76166666666666,25.622083333333332,50790.96833333333,-0.9699999999999989,0.5100000000000016,0,0,0,0
27.68,47345.23,6.4,54,5.7,58,0.0,0.0,0.0,41.28,30.05,31.02,35.77,25.58,13.08,47820.2,50166.1,34.63,25.70958333333333,49888.14333333333,-2.370000000000001,2.1000000000000014,1,0,0,0
26.55,47573.79,5.7,56,5.3,42,0.0,0.0,0.0,37.63,27.68,30.05,31.02,23.3,12.46,47345.23,49777.87,31.823333333333334,25.845,49016.18833333333,-1.129999999999999,3.25,2,0,0,0
26.85,48174.65,5.0,57,4.2,23,0.0,0.0,0.0,31.45,26.55,27.68,30.05,22.47,15.26,47573.79,49724.65,29.653333333333336,26.027500000000003,48365.23666666667,0.3000000000000007,4.380000000000003,3,0,0,0
28.74,49527.46,4.4,59,3.7,12,0.0,0.0,0.0,24.2,26.85,26.55,27.68,22.55,16.22,48174.65,50242.27,28.481666666666666,26.285416666666666,48204.74333333334,1.889999999999997,6.189999999999998,4,0,0,0
33.61,52463.59,4.0,60,3.4,100,0.0,0.0,0.0,17.08,28.74,26.85,26.55,21.12,19.39,49527.46,51111.03,28.913333333333338,26.80583333333333,48817.486666666664,4.870000000000001,12.489999999999998,5,0,0,0
44.56,56550.0,3.3,56,2.6,100,0.0,0.0,0.0,9.88,33.61,28.74,26.85,21.83,23.64,52463.59,52688.41,31.331666666666667,27.752916666666668,50272.45333333334,10.950000000000003,22.730000000000004,6,0,0,0
44.64,58527.72,2.7,58,2.8,95,0.0,0.0,0.0,15.53,44.56,33.61,28.74,26.42,24.33,56550.0,54179.95,34.15833333333333,28.512083333333333,52136.20166666667,0.0799999999999983,18.22,7,0,0,0
31.82,58366.5,3.2,57,3.8,92,9.0,2.0,25.8,18.71,44.64,44.56,33.61,19.77,22.99,58527.72,55164.7,35.03666666666667,29.014166666666668,53934.98666666667,-12.82,12.05,8,0,0,0
23.19,57113.53,5.2,53,4.5,100,126.0,68.0,390.4,40.43,31.82,44.64,44.56,15.76,18.23,58366.5,54525.98,34.42666666666667,29.32375,55424.799999999996,-8.629999999999999,7.4300000000000015,9,0,0,0
20.51,55563.88,7.7,44,2.9,100,279.0,159.0,469.5,32.3,23.19,31.82,44.64,14.98,14.24,57113.53,52868.01,33.055,29.554166666666664,56430.869999999995,-2.6799999999999997,5.530000000000001,10,0,0,0
18.01,53543.8,10.1,37,3.3,100,394.0,225.0,482.3,36.28,20.51,23.19,31.82,14.49,12.48,55563.88,51117.61,30.455,29.700833333333332,56610.905,-2.5,3.5200000000000014,11,0,0,0
15.53,51903.1,13.2,32,5.1,69,496.0,308.0,561.0,54.21,18.01,20.51,23.19,13.76,9.99,53543.8,49661.83,25.616666666666664,29.774583333333336,55836.42166666667,-2.480000000000002,1.7699999999999996,12,0,0,0
14.88,50884.19,15.6,27,6.6,11,600.0,496.0,854.2,84.93,15.53,18.01,20.51,12.92,9.4,51903.1,48642.51,20.65666666666667,29.856250000000003,54562.5,-0.6499999999999986,1.9600000000000009,13,0,0,0
14.71,50046.56,16.9,23,6.9,1,583.0,496.0,887.0,83.18,14.88,15.53,18.01,11.01,8.24,50884.19,48012.36,17.805000000000003,30.010416666666668,53175.84333333333,-0.16999999999999993,3.700000000000001,14,0,0,1
15.58,49582.84,17.6,21,6.4,10,496.0,419.0,862.0,77.09,14.71,14.88,15.53,13.97,6.9,50046.56,48033.77,16.53666666666667,30.0775,51920.72833333333,0.8699999999999992,1.6099999999999994,15,0,0,1
24.54,49803.44,17.5,21,5.9,100,352.0,285.0,778.0,55.81,15.58,14.71,14.88,20.43,17.48,49582.84,48570.77,17.208333333333332,30.24875,50960.655,8.959999999999999,4.109999999999999,16,0,0,1
40.25,51166.93,16.8,23,4.5,98,163.0,99.0,475.8,34.99,24.54,15.58,14.71,41.83,31.21,49803.44,50132.49,20.915,30.182916666666667,50564.51,15.71,-1.5799999999999983,17,0,0,1
39.62,53350.8,14.9,28,2.7,0,20.0,6.0,62.6,14.33,40.25,24.54,15.58,46.17,25.84,51166.93,52161.57,24.929999999999996,29.91,50805.793333333335,-0.6300000000000026,-6.550000000000004,18,0,0,1
37.49,53617.26,14.3,29,5.5,94,0.0,0.0,0.0,38.84,39.62,40.25,24.54,46.47,22.41,53350.8,52762.18,28.698333333333334,29.535833333333333,51261.305,-2.1299999999999955,-8.979999999999997,19,0,0,1
33.67,53208.61,13.2,31,9.8,100,0.0,0.0,0.0,90.69,37.49,39.62,40.25,43.39,21.42,53617.26,52805.52,31.85833333333333,29.13083333333334,51788.31333333333,-3.8200000000000003,-9.719999999999999,20,0,0,1
29.06,52203.38,12.2,35,9.8,100,0.0,0.0,0.0,93.91,33.67,37.49,39.62,39.87,17.74,53208.61,52080.36,34.105,28.68041666666667,52225.07000000001,-4.610000000000003,-10.809999999999999,21,0,0,0
24.49,50344.62,11.4,38,9.9,30,0.0,0.0,0.0,90.25,29.06,33.67,37.49,35.77,17.62,52203.38,50490.42,34.096666666666664,28.210416666666664,52315.26666666667,-4.57,-11.280000000000005,22,0,0,0
22.7,48522.28,11.0,38,11.0,100,0.0,0.0,0.0,109.02,24.49,29.06,33.67,31.02,16.44,50344.62,48787.13,31.171666666666663,27.86375,51874.49166666667,-1.7899999999999991,-8.32,23,0,0,0
18.84,47343.76,9.6,44,11.4,100,0.0,0.0,0.0,115.83,22.7,24.49,29.06,30.05,15.65,48522.28,47820.2,27.708333333333332,27.396666666666665,50873.318333333336,-3.8599999999999994,-11.21,0,1,0,0
18.59,46620.62,8.7,48,9.4,4,0.0,0.0,0.0,88.0,18.84,22.7,24.49,27.68,15.27,47343.76,47345.23,24.558333333333334,27.017916666666665,49707.21166666667,-0.25,-9.09,1,1,0,0
18.16,46620.57,7.9,52,7.7,99,0.0,0.0,0.0,66.23,18.59,18.84,22.7,26.55,14.71,46620.62,47573.79,21.973333333333333,26.668333333333333,48609.204999999994,-0.4299999999999997,-8.39,2,1,0,0
